variant,block,trainable,gaze_mass,gaze_mass_max_head,hand_mass,hand_mass_max_head,gaze_vs_uniform,gaze_max_head_vs_uniform
real,0,False,0.12142582703381777,0.8058268477519354,0.07936502030740182,0.8260735670725504,31.327863374724984,207.9033267199993
real,1,False,0.20063756903012595,0.5419546986619631,0.39623379707336426,0.8411281866331896,51.76449280977249,139.8243122547865
real,2,False,0.23192745757599673,0.45291123539209366,0.3394975991298755,0.5958685924609503,59.83728405460715,116.85109873116016
real,3,False,0.2184751412520806,0.4099968398610751,0.576930166532596,0.8240652320285639,56.366586443036795,105.77918468415737
real,4,False,0.18916027744611105,0.42627179622650146,0.2638615394632022,0.6524833962321281,48.80335158109665,109.97812342643738
real,5,False,0.14145523744324842,0.3828830470641454,0.18310444491604963,0.5259804340700308,36.495451260358095,98.78382614254951
real,6,False,0.1610376974567771,0.3515975388387839,0.19182285790642103,0.46916141112645465,41.54772594384849,90.71216502040625
real,7,False,0.19569777076443037,0.3439400792121887,0.21639060073842606,0.40262649829188984,50.490024857223034,88.73654043674469
real,8,False,0.1096778077383836,0.29549052007496357,0.11437181414415439,0.3177887157847484,28.29687439650297,76.2365541793406
real,9,False,0.11345003933335344,0.2592259906232357,0.1235934558014075,0.29253321265180904,29.270110148005188,66.88030558079481
real,10,False,0.10322231923540433,0.1936385203152895,0.11574418687572081,0.22767460346221924,26.631358362734318,49.95873824134469
real,11,False,0.10075028814996283,0.19879097243150076,0.11300947796553373,0.23353679850697517,25.99357434269041,51.288070887327194
real,12,False,0.1104397460197409,0.21990440475443998,0.12304982325683038,0.2511718751241763,28.493454473093152,56.73533642664552
real,13,False,0.12636322372903427,0.3078361699978511,0.13817869778722525,0.32487318602701026,32.60171172209084,79.42173185944557
real,14,False,0.13301805717249712,0.23119418509304523,0.1462911774093906,0.24630549301703772,34.318658750504255,59.64809975400567
real,15,False,0.14343509202202162,0.2778798465927442,0.15854224562644958,0.3170580497632424,37.006253741681576,71.693000420928
real,16,False,0.1305161751806736,0.21258868960042795,0.14044971019029617,0.22804412369926771,33.67317319661379,54.84788191691041
real,17,False,0.1338709139575561,0.2776851250479619,0.15014587777356306,0.3080461074908574,34.53869580104947,71.64276226237416
real,18,True,0.11711470875889063,0.23765809026857218,0.12851931309948364,0.2723404603699843,30.215594859793782,61.31578728929162
real,19,True,0.10977081085244815,0.17259269828597704,0.11733101649830739,0.17713258291284242,28.32086919993162,44.52891615778208
real,20,True,0.10663956310600042,0.20745923556387424,0.11193904094398022,0.21251702246566614,27.51300728134811,53.524482775479555
real,21,True,0.11556885112076998,0.23171856999397278,0.11852700108041365,0.2326220894853274,29.816763589158654,59.78339105844498
real,22,True,0.069662281156828,0.20660028172036013,0.06890355826665957,0.19221879355609417,17.972868538461626,53.30287268385291
real,23,True,0.024350170511752367,0.0706520948248605,0.02453216475745042,0.07148687588050961,6.282343992032111,18.228240464814007
gaze_masked,0,False,0.11628654226660728,0.8771969849864641,0.08422948233783245,0.7580608377854029,30.00192790478468,226.31682212650776
gaze_masked,1,False,0.43461516747872037,0.895039993027846,0.15530246930817762,0.4027961989243825,112.13071320950985,230.92031820118427
gaze_masked,2,False,0.3728786750386159,0.6527809848388036,0.21406194722900787,0.3916744676729043,96.20269815996289,168.41749408841133
gaze_masked,3,False,0.6398961022496223,0.9411911790569624,0.15575009118765593,0.3190964770813783,165.09319438040257,242.82732419669628
gaze_masked,4,False,0.2619537580758333,0.8289759854475657,0.16514606773853302,0.41063033292690915,67.584069583565,213.87580424547195
gaze_masked,5,False,0.1466317999487122,0.511365340401729,0.10369360881547134,0.30370140820741653,37.831004386767745,131.93225782364607
gaze_masked,6,False,0.17426667486627898,0.5220039250950018,0.1280738776549697,0.28138543975849944,44.96080211549997,134.67701267451048
gaze_masked,7,False,0.21755971883734068,0.4138429140051206,0.1763941372434298,0.31217323367794353,56.130407460033894,106.77147181332111
gaze_masked,8,False,0.10213014017790556,0.2500228223701318,0.0894065919953088,0.2070824783295393,26.349576165899634,64.50588817149401
gaze_masked,9,False,0.09530778756986062,0.23914587249358496,0.08135601598769426,0.1955706955244144,24.58940919302404,61.69963510334492
gaze_masked,10,False,0.09872351586818695,0.19552201218903065,0.08233866064498822,0.15889659027258554,25.470667093992233,50.44467914476991
gaze_masked,11,False,0.10322360756496589,0.21479318290948868,0.08638789566854636,0.17396180455883345,26.631690751761198,55.41664119064808
gaze_masked,12,False,0.11281414764622848,0.23980895429849625,0.09484436999385555,0.2013839470843474,29.106050092726946,61.87071020901203
gaze_masked,13,False,0.13436249922960997,0.3099271859973669,0.11362016014754772,0.2629860496769349,34.66552480123937,79.96121398732066
gaze_masked,14,False,0.13337721023708582,0.23224565324683985,0.11330530016372602,0.19155967608094215,34.41132024116814,59.91937853768468
gaze_masked,15,False,0.148261663193504,0.3037762970974048,0.12526498176157475,0.24452102308471999,38.251509103924036,78.37428465113044
gaze_masked,16,False,0.1257576153924068,0.19756351659695306,0.11217113180706899,0.17904795426875353,32.44546477124095,50.97138728201389
gaze_masked,17,False,0.14649694692343473,0.30573085819681484,0.12171284823367993,0.2560877315700054,37.79621230624616,78.87856141477823
gaze_masked,18,True,0.11896406734983127,0.23446726674834886,0.10230499304210146,0.1944103833908836,30.692729376256466,60.49255482107401
gaze_masked,19,True,0.10913399451722701,0.16439934819936752,0.09571960630516212,0.1484822022418181,28.15657058544457,42.41503183543682
gaze_masked,20,True,0.10943339734027784,0.21310543827712536,0.09635729963580768,0.185494938865304,28.23381651379168,54.98120307549834
gaze_masked,21,True,0.11035624767343204,0.2452885266393423,0.09893039676050346,0.21025114382306734,28.471911899745464,63.284439872950315
gaze_masked,22,True,0.0662457902605335,0.17300534062087536,0.06168756106247505,0.1689445599913597,17.09141388721764,44.63537788018584
gaze_masked,23,True,0.023011412704363465,0.0706158181031545,0.02162050735205412,0.06250704716270168,5.936944477725774,18.21888107061386
both_masked,0,False,0.12319749624778827,0.8943350488940874,0.08001336827874184,0.9378742476304373,31.784954031929374,230.73844261467457
both_masked,1,False,0.5074539817869663,0.9791984582940737,0.08693701804925998,0.28627438719073933,130.9231273010373,252.63320223987103
both_masked,2,False,0.45830032726128894,0.7770762890577316,0.15922772698104382,0.3081297514339288,118.24148443341255,200.48568257689476
both_masked,3,False,0.7305795128146807,0.9919657285014788,0.06814831588417292,0.22874818618098894,188.48951430618763,255.92715795338154
both_masked,4,False,0.31881410752733547,0.9399513254563013,0.1463026109461983,0.3301360650608937,82.25403974205256,242.50744196772575
both_masked,5,False,0.18806979867319265,0.6074665238459905,0.10281495843082666,0.2931628239651521,48.522008057683706,156.72636315226555
both_masked,6,False,0.2197741245230039,0.6550426284472147,0.1401453980555137,0.2765301627417405,56.701724126935005,169.0009981393814
both_masked,7,False,0.2622671655068795,0.4824606416126092,0.18877440504729748,0.3168378608922164,67.66492870077491,124.47484553605318
both_masked,8,False,0.12251200651129086,0.28522656050821144,0.09691010306899746,0.21141065967579684,31.608097679913044,73.58845261111856
both_masked,9,False,0.11620324819038312,0.27833849750459194,0.08877102533976237,0.2008464429527521,29.980438033118844,71.81133235618472
both_masked,10,False,0.11493615464617808,0.21428857992092767,0.08541882829740644,0.15860365703701973,29.653527898713946,55.28645361959934
both_masked,11,False,0.12041759149481852,0.25196433439850807,0.08911118004471064,0.17795661215980849,31.06773860566318,65.00679827481508
both_masked,12,False,0.12838985274235407,0.2640087741116683,0.09221365737418334,0.1855685959259669,33.12458200752735,68.11426372081041
both_masked,13,False,0.14555959838132063,0.3305194986363252,0.10985725217809279,0.24973785070081553,37.554376382380724,85.2740306481719
both_masked,14,False,0.15057592062900463,0.250663198530674,0.1121936949590842,0.1808103627214829,38.8485875222832,64.67110522091389
both_masked,15,False,0.16310567781329155,0.3301269883910815,0.1225628371660908,0.23187386617064476,42.08126487582922,85.17276300489902
both_masked,16,False,0.13862966063121954,0.22232182075579962,0.11159039723376434,0.18078820842007795,35.76645244285464,57.3590297549963
both_masked,17,False,0.16246499183277288,0.3267819757262866,0.11826595415671666,0.24038716529806456,41.915967892855406,84.30974973738194
both_masked,18,True,0.1343659389143189,0.3049481039245923,0.10346921191861232,0.20604404931267103,34.66641223989427,78.67661081254482
both_masked,19,True,0.12099160843839248,0.17432844328383604,0.09682596971591313,0.1532273186991612,31.21583497710526,44.9767383672297
both_masked,20,True,0.11717497681578,0.22602524049580097,0.09540834184736013,0.17865040712058544,30.23114401847124,58.31451204791665
both_masked,21,True,0.12104724068194628,0.25460782336692017,0.10197607676188152,0.19602555284897485,31.23018809594214,65.6888184286654
both_masked,22,True,0.0685719841470321,0.17077056194345155,0.06218010326847434,0.1653400305658579,17.691571909934282,44.0588049814105
both_masked,23,True,0.023735062840084236,0.07132613239809871,0.02172750374302268,0.0620153226579229,6.123646212741733,18.402142158709466
